station,253
save,252
take,252
form,251
keeping,251
uh-huh,251
buy,250
common,250
mm,250
need,250
plants,250
afraid,249
guilty,249
ooh,249
piece,249
excuse,247
fair,247
put,247
washington,247
born,246
houses,246
mind,246
uhuh,246
originally,245
somehow,245
middle,244
positive,244
savings,244
basis,243
consider,243
judge,243
read,243
comfortable,242
fan,242
serious,242
minus,241
meet,240
apparently,239
color,239
heat,239
plant,239
glass,238
smaller,238
baseball,237
golf,237
grass,237
helps,237
hi,237
started,237
talked,237
half,236
happening,236
willing,236
close,235
groups,235
numbers,235
reading,235
surprised,235
wrote,235
basic,234
sick,234
found,233
heart,233
market,233
lawn,232
rock,232
feet,231
green,231
environment,230
issues,230
parent,230
list,229
newspapers,229
normally,229
crimes,228
degrees,228
ground,228
become,227
garden,227
gee,227
magazine,227
privacy,227
quick,227
table,227
trial,227
busy,226
excellent,226
bed,225
carry,225
clean,225
keeps,225
lake,225
value,225
decide,224
houston,224
longer,224
lucky,224
tried,224
handle,223
hospital,223
learning,223
trash,223
build,222
starts,222
base,221
economy,221
effect,221
poor,221
specific,221
cash,220
boat,219
florida,219
loved,219
d,218
d-n-a,218
federal,218
pollution,218
property,218
support,218
computers,217
courses,217
happen,217
industry,217
lower,217
opinion,217
total,217
europe,216
spend,216
camp,215
caught,215
changing,215
evening,215
finding,215
say,215
subject,215
sunday,215
correct,214
heavy,214
human,214
population,214
spring,214
stayed,214
ball,213
city,213
equals,213
love,213
south,213
virginia,213
forget,212
light,212
penalty,212
calling,211
lived,210
lose,210
rights,210
sound,210
worked,210
however,209
individual,209
probability,209
stand,209
em,208
ice,208
points,208
spending,208
basketball,207
brought,207
eating,207
hold,207
kill,207
learned,207
m,207
speak,207
alone,206
less,206
bar,205
kidding,205
known,205
picked,205
pressure,205
asking,204
land,204
listen,204
police,204
s,204
shape,204
position,203
project,203
teaching,203
travel,203
enjoyed,202
page,201
utah,201
carolina,200
straight,200
uh,199
whereas,199
wondering,199
yesterday,199
ideas,198
run,198
weight,198
chicken,197
node,197
average,196
cute,196
f,196
follow,196
mainly,196
reasons,196
security,196
tree,196
written,196
instance,195
tonight,195
bill,194
evidence,194
generation,194
grow,194
himself,194
l,194
pets,194
sixteen,194
warm,194
cell,193
entire,193
set,193
till,193
background,192
benefit,192
everyday,192
foreign,192
jail,192
mexico,192
cool,191
mountains,191
opportunity,191
run,191
tape,191
world,191
article,190
built,190
cannot,190
figure,190
lost,190
lunch,190
p,190
s,190
species,190
current,189
extremely,189
floor,189
french,189
complex,188
mail,188
opposed,188
pull,188
board,187
bucks,187
make,187
michigan,187
murder,187
separate,187
vote,187
wood,187
yours,187
allowed,186
bags,186
bills,186
view,186
dress,185
laws,185
paint,185
pet,185
said,185
sent,185
thirteen,185
east,184
foot,184
n,184
salary,184
spanish,184
toward,184
worst,184
a,183
activities,183
easily,183
everywhere,183
sentence,183
state,183
us,183
became,182
blood,182
charge,182
clear,182
front,182
half,182
knowledge,182
choose,181
east,181
leaving,181
saturday,181
bank,180
blue,180
matter,180
pay,180
semester,180
built,179
folks,179
friday,179
grown,179
lady,179
prison,179
sisters,179
sudden,179
cover,178
help,178
lines,178
video,178
i,177
listening,177
aluminum,176
forward,176
horrible,176
math,176
politics,176
turns,176
waste,176
colorado,175
department,175
killed,175
england,174
random,174
star,174
add,173
depending,173
harder,173
lake,173
luck,173
model,173
product,173
quickly,173
restaurants,173
watched,173
charlotte,172
deal,172
popular,172
products,172
retirement,172
section,172
step,172
study,172
various,172
garbage,171
likely,171
ridiculous,171
teams,171
break,170
costs,170
criminal,170
culture,170
papers,170
rack,170
somewhat,170
sounds,170
war,170
bottom,169
mkay,169
nature,169
otherwise,169
players,169
told,169
be,168
career,168
economic,168
hands,168
lost,168
majority,168
material,168
oldest,168
solution,168
tired,168
band,167
check,167
cities,167
direction,167
fire,167
pictures,167
policy,167
red,167
river,167
cook,166
cooking,166
germany,166
hair,166
sales,166
wanting,166
campus,165
garage,165
gene,165
supposedly,165
bag,164
bedroom,164
cycle,164
ran,164
record,164
shoes,164
university,164
animals,163
compared,163
hardly,163
shot,163
simply,163
wall,163
bottles,162
noticed,162
ourselves,162
active,161
beginning,161
besides,161
bother,161
coverage,161
defense,161
forever,161
incredible,161
love,161
possibly,161
rule,161
shoot,161
visit,161
end,160
hello,160
standard,160
actual,159
better,159
cook,159
engineering,159
hang,159
helped,159
miss,159
one,159
track,159
truth,159
above,158
advantage,158
afternoon,158
cable,158
kitchen,158
out,158
raised,158
aids,157
alcohol,157
financial,157
helping,157
move,157
simple,157
training,157
careful,156
debt,156
energy,156
occasionally,156
west,156
effort,155
like,155
mess,155
responsibility,155
account,154
club,154
doctors,154
mentioned,154
respect,154
south,154
staying,154
wind,154
fix,153
fourth,153
future,153
larger,153
none,153
sometime,153
stopped,153
union,153
upon,153
beach,152
doubt,152
drove,152
met,152
organization,152
pounds,152
safe,152
tent,152
variety,152
conversation,151
dead,151
necessary,151
prices,151
role,151
figured,150
flowers,150
guess,150
hoping,150
meeting,150
attitude,149
brothers,149
dependent,149
invasion,149
legal,149
monday,149
natural,149
nights,149
original,149
physical,149
range,149
services,149
shop,149
typical,149
bike,148
covered,148
grocery,148
junior,148
names,148
shows,148
style,148
tomorrow,148
ability,147
becomes,147
cause,147
continue,147
distance,147
knowing,147
paid,147
r,147
raise,147
tests,147
threat,147
cool,146
explain,146
extent,146
growth,146
responsible,146
speakers,146
stick,146
cheap,145
considered,145
end,145
equipment,145
grandfather,145
park,145
sat,145
vietnam,145
elderly,144
face,144
plays,144
reunion,144
sun,144
versus,144
assume,143
box,143
civil,143
force,143
richardson,143
wear,143
break,142
email,142
network,142
argument,141
brand,141
bush,141
feelings,141
first,141
rough,141
rules,141
s,141
stores,141
thinking,141
channel,140
jeez,140
mexican,140
native,140
negative,140
o,140
professional,140
sorts,140
understand,140
whose,140
allow,139
blah,139
bought,139
cause,139
factor,139
hobby,139
labor,139
relationship,139
sleep,139
chinese,138
earlier,138
little,138
milk,138
moment,138
neighbor,138
pennsylvania,138
saving,138
solve,138
spent,138
cost,137
maryland,137
please,137
r-n-a,137
van,137
weapons,137
wild,137
aerobics,136
favor,136
fortunate,136
nowadays,136
outside,136
reasonable,136
sign,136
turn,136
window,136
cousins,135
dealing,135
grandparents,135
hurt,135
pool,135
puts,135
selling,135
seventies,135
u,135
adult,134
americans,134
due,134
no,134
pain,134
percentage,134
runs,134
stay,134
coast,133
downtown,133
final,133
hunting,133
noticed,133
picking,133
pieces,133
row,133
start,133
t,133
thinks,133
thursday,133
changed,132
chicago,132
court,132
dark,132
fit,132
honest,132
oklahoma,132
pardon,132
president,132
walked,132
broken,131
eat,131
employees,131
hum,131
pass,131
provide,131
spot,131
calls,130
die,130
engine,130
exciting,130
eye,130
m,130
rent,130
safety,130
serve,130
showing,130
unit,130
awhile,129
cells,129
closer,129
japanese,129
stuck,129
tested,129
train,129
upset,129
brought,128
convenient,128
farm,128
john,128
mothers,128
professor,128
schedule,128
sixties,128
automatic,127
begin,127
bus,127
early,127
ford,127
meat,127
put,127
support,127
action,126
county,126
happened,126
homework,126
pick,126
region,126
spending,126
stupid,126
beyond,125
colors,125
events,125
killed,125
perfect,125
play,125
tells,125
voice,125
weekends,125
wide,125
won,125
art,124
beat,124
becoming,124
concern,124
date,124
economics,124
hole,124
plenty,124
tennis,124
traffic,124
unusual,124
anytime,123
boston,123
cheaper,123
cnn,123
examples,123
expenses,123
helpful,123
metric,123
piano,123
rich,123
square,123
studies,123
beer,122
beginning,122
classical,122
flat,122
ibm,122
letter,122
painting,122
pornography,122
recent,122
solid,122
someplace,122
technology,122
cents,121
constant,121
election,121
hobbies,121
media,121
related,121
showed,121
smart,121
successful,121
trade,121
west,121
bring,120
dry,120
expect,120
fort,120
seventeen,120
situations,120
taught,120
austin,119
brain,119
cowboys,119
disease,119
exam,119
gotta,119
immediately,119
male,119
management,119
president,119
quit,119
results,119
female,118
inches,118
learned,118
neither,118
reaction,118
self,118
sex,118
circumstances,117
concept,117
expected,117
graduated,117
healthy,117
italian,117
library,117
mile,117
planning,117
push,117
telephone,117
western,117
windows,117
ask,116
bet,116
constantly,116
engineer,116
herself,116
leave,116
levels,116
mad,116
mass,116
rates,116
sides,116
sit,116
stress,116
access,115
atmosphere,115
cross,115
double,115
limited,115
member,115
scared,115
theory,115
understanding,115
wearing,115
articles,114
discussion,114
down,114
staff,114
try,114
watched,114
broke,113
detroit,113
fill,113
francisco,113
own,113
park,113
protein,113
school,113
storm,113
subject,113
balance,112
close,112
data,112
equation,112
fell,112
forced,112
forgot,112
forms,112
meal,112
moved,112
purpose,112
real,112
relatively,112
stage,112
appreciate,111
cutting,111
earth,111
film,111
increase,111
japan,111
mistake,111
seat,111
speech,111
target,111
therefore,111
win,111
worried,111
apart,110
atlanta,110
change,110
finish,110
housing,110
individuals,110
july,110
lab,110
latin,110
obvious,110
surface,110
values,110
visa,110
whoever,110
admit,109
apply,109
checks,109
criminals,109
deep,109
excited,109
f,109
fresh,109
going,109
neighbors,109
northern,109
plans,109
prefer,109
slow,109
trips,109
u-s,109
accident,108
deterrent,108
gardening,108
impact,108
jazz,108
mandatory,108
needed,108
stations,108
ultimately,108
christian,107
close,107
directly,107
effects,107
influence,107
loves,107
may,107
primarily,107
song,107
calls,106
dangerous,106
dental,106
ends,106
grandchildren,106
ha,106
hit,106
hold,106
learn,106
machines,106
mixed,106
recycled,106
studying,106
tickets,106
air,105
credits,105
effective,105
eyes,105
limit,105
members,105
notes,105
payment,105
repair,105
sale,105
set,105
sleeping,105
tuesday,105
voting,105
acid,104
august,104
bathroom,104
consider,104
elementary,104
fixed,104
lawyers,104
let,104
letting,104
lord,104
meant,104
national,104
option,104
physics,104
q,104
ride,104
saint,104
animal,103
authority,103
brings,103
differently,103
eh,103
fantastic,103
fortunately,103
interests,103
key,103
loan,103
politicians,103
soviet,103
traveling,103
write,103
chose,102
contact,102
cut,102
decent,102
fighting,102
finished,102
looked,102
player,102
required,102
roles,102
shopping,102
v,102
alive,101
corps,101
costs,101
discuss,101
flow,101
jeans,101
loans,101
longer,101
o,101
overall,101
quarter,101
replace,101
show,101
sweet,101
adults,100
aside,100
back,100
calculate,100
experiences,100
hell,100
late,100
lives,100
message,100
notice,100
passed,100
roof,100
round,100
series,100
sound,100
stars,100
youngest,100
appropriate,99
aspect,99
chapter,99
clothing,99
eighties,99
fear,99
h,99
highly,99
honda,99
losing,99
n,99
projects,99
russia,99
sold,99
suit,99
tends,99
tomatoes,99
turn,99
typically,99
useful,99
uses,99
arm,98
bread,98
character,98
choices,98
creative,98
foods,98
g,98
massachusetts,98
metal,98
nearly,98
recipe,98
share,98
star,98
visiting,98
cancer,97
casual,97
county,97
currently,97
dc,97
expect,97
length,97
letters,97
missed,97
news,97
relatives,97
religious,97
resources,97
send,97
structure,97
tremendous,97
and,96
clearly,96
colleges,96
come,96
development,96
enzyme,96
facilities,96
genes,96
greater,96
hanging,96
in,96
middle,96
pro,96
prove,96
realized,96
street,96
swimming,96
thousands,96
accept,95
ate,95
become,95
bird,95
congress,95
corner,95
d,95
heck,95
international,95
la,95
practice,95
quiet,95
sentencing,95
songs,95
speaking,95
speed,95
behavior,94
collection,94
cut,94
district,94
draw,94
employee,94
lawyer,94
lose,94
meiosis,94
nation,94
ohio,94
peace,94
philosophy,94
pound,94
produce,94
require,94
specifically,94
wet,94
antonio,93
because,93
coach,93
dear,93
freedom,93
grow,93
hit,93
hum-um,93
investment,93
means,93
monthly,93
rent,93
rented,93
senior,93
statistics,93
amazed,92
babies,92
german,92
handy,92
illegal,92
killing,92
missing,92
on,92
pays,92
perspective,92
pregnant,92
rooms,92
salad,92
teenagers,92
trucks,92
walk,92
birds,91
businesses,91
cousin,91
discipline,91
duty,91
essentially,91
figure,91
lessons,91
present,91
retired,91
wait,91
wherever,91
answer,90
backyard,90
birthday,90
caught,90
ceiling,90
chain,90
driver,90
feels,90
goal,90
grades,90
pickup,90
production,90
pulled,90
records,90
set,90
shooting,90
super,90
visit,90
worry,90
activity,89
below,89
big,89
decisions,89
desk,89
drive,89
exact,89
following,89
holding,89
indiana,89
innocent,89
nurse,89
participate,89
parties,89
result,89
sport,89
sure,89
upper,89
welfare,89
affects,88
africa,88
approach,88
become,88
border,88
combination,88
function,88
hundreds,88
including,88
lecture,88
liberal,88
march,88
mental,88
minimum,88
miss,88
mouth,88
movement,88
october,88
odd,88
press,88
ride,88
rural,88
shame,88
steps,88
throughout,88
throwing,88
vegetables,88
around,87
fee,87
georgia,87
juries,87
lakes,87
nuclear,87
package,87
pittsburgh,87
report,87
seriously,87
vacations,87
weights,87
worth,87
before,86
central,86
daddy,86
december,86
definition,86
fancy,86
france,86
move,86
skiing,86
southern,86
suits,86
time,86
tires,86
wise,86
according,85
aid,85
boring,85
carrying,85
entertainment,85
fence,85
fifties,85
impressed,85
mileage,85
of,85
raising,85
s-n,85
scale,85
stop,85
toyota,85
uncle,85
violence,85
wanted,85
banks,84
bins,84
bothers,84
carbon,84
cheese,84
complete,84
damage,84
edge,84
educated,84
enjoyable,84
pop,84
possibility,84
rap,84
sound,84
taught,84
technical,84
underneath,84
volunteer,84
wednesday,84
wisconsin,84
appeal,83
are,83
arms,83
century,83
charge,83
day,83
decide,83
dress,83
falling,83
improve,83
israel,83
january,83
jersey,83
june,83
last,83
nope,83
onto,83
passed,83
significant,83
site,83
sons,83
terribly,83
theater,83
throw,83
ticket,83
tools,83
baltimore,82
canada,82
centers,82
conscious,82
consumer,82
doors,82
fascinating,82
garland,82
infinity,82
island,82
judges,82
kindergarten,82
license,82
manager,82
memory,82
pattern,82
protect,82
public,82
sand,82
sauce,82
software,82
steady,82
suspect,82
very,82
violent,82
walls,82
category,81
decided,81
faster,81
force,81
hearing,81
instruments,81
involved,81
items,81
justice,81
lack,81
law,81
location,81
recognize,81
roads,81
tom,81
tour,81
truly,81
black,80
brazil,80
commercial,80
elections,80
event,80
expecting,80
fight,80
inside,80
interview,80
kept,80
leaves,80
liked,80
minor,80
multiple,80
payments,80
pc,80
raleigh,80
reality,80
red,80
return,80
shirt,80
source,80
teaching,80
wondered,80
asked,79
attached,79
aunt,79
considering,79
daughters,79
electric,79
girlfriend,79
hill,79
maintain,79
married,79
pants,79
picked,79
pleasure,79
profit,79
r,79
race,79
screen,79
sh,79
shirts,79
shuttle,79
test,79
add,78
april,78
chemistry,78
conditions,78
fall,78
fellow,78
impossible,78
iraq,78
languages,78
lay,78
motor,78
notice,78
raining,78
sea,78
sell,78
ski,78
slowly,78
smoke,78
statement,78
stays,78
ages,77
among,77
breaking,77
c,77
checking,77
contract,77
convicted,77
curious,77
direct,77
encourage,77
etcetera,77
fuel,77
golly,77
highway,77
junk,77
loose,77
mix,77
nc,77
nicer,77
noise,77
owned,77
regularly,77
repairs,77
roll,77
sold,77
tank,77
tendency,77
travel,77
agency,76
bet,76
building,76
chances,76
confused,76
disney,76
educational,76
facility,76
fault,76
longer,76
maintenance,76
meals,76
modern,76
noisy-or,76
options,76
pizza,76
practical,76
primary,76
pulling,76
response,76
setting,76
silly,76
stable,76
steak,76
academic,75
automatically,75
bottle,75
bringing,75
brown,75
carpet,75
connection,75
consciousness,75
count,75
dirt,75
drop,75
fiction,75
future,75
habit,75
hat,75
hurt,75
latest,75
michael,75
named,75
open,75
pair,75
peace,75
plan,75
reports,75
resistance,75
riding,75
september,75
smell,75
soccer,75
taste,75
touch,75
trailer,75
trust,75
units,75
woods,75
basement,74
blame,74
boxes,74
central,74
charge,74
compare,74
conditioning,74
connected,74
count,74
design,74
dining,74
enjoying,74
fifth,74
flower,74
further,74
impression,74
kind,74
l,74
medicine,74
mountain,74
organizations,74
prior,74
pushing,74
recipes,74
recording,74
seafood,74
sending,74
task,74
threw,74
vehicle,74
absolute,73
conservative,73
delta,73
depend,73
drop,73
expense,73
extreme,73
historical,73
immigration,73
literature,73
lubbock,73
memories,73
opposite,73
paint,73
realize,73
seconds,73
shorts,73
spring,73
volume,73
wh,73
works,73
affect,72
bill,72
boss,72
chemicals,72
condition,72
developed,72
draft,72
emergency,72
exposed,72
express,72
fat,72
general,72
gulf,72
league,72
literally,72
mention,72
non,72
review,72
risk,72
run,72
streets,72
virus,72
answers,71
belt,71
buildings,71
collect,71
cream,71
develop,71
dish,71
existence,71
fruit,71
funding,71
iowa,71
materials,71
naturally,71
on,71
past,71
pick,71
played,71
pleased,71
read,71
religion,71
rochester,71
share,71
standards,71
trend,71
turning,71
wait,71
yeast,71
yellow,71
arizona,70
bible,70
catch,70
causes,70
concentration,70
corporate,70
hated,70
hmo,70
millions,70
mistakes,70
mow,70
occur,70
parks,70
perfectly,70
powerful,70
rangers,70
requirements,70
sheet,70
standing,70
tiny,70
wedding,70
well,70
abuse,69
analysis,69
bright,69
closed,69
coffee,69
dealer,69
differences,69
dishes,69
factors,69
fund,69
hate,69
humidity,69
incentive,69
laid,69
mortgage,69
ocean,69
organized,69
pages,69
parking,69
paycheck,69
prepared,69
profession,69
route,69
sewing,69
skin,69
south,69
stay,69
tall,69
thick,69
thought,69
traditional,69
transition,69
turned,69
visited,69
vote,69
whoa,69
whole,69
wonder,69
administration,68
beef,68
being,68
bugs,68
choose,68
clubs,68
control,68
cost,68
disappointed,68
dumb,68
estate,68
exist,68
favorites,68
fly,68
immediate,68
jerry,68
jim,68
leaves,68
legs,68
load,68
meaning,68
mystery,68
plate,68
quote,68
raised,68
strongly,68
thoughts,68
thrown,68
treated,68
views,68
worth,68
accurate,67
act,67
actor,67
ann,67
anyhow,67
block,67
button,67
copy,67
dad,67
dance,67
drink,67
dying,67
exercise,67
goals,67
halfway,67
help,67
join,67
joke,67
lead,67
non-native,67
opinions,67
parole,67
part-time,67
performance,67
plastics,67
properly,67
recall,67
scouts,67
summertime,67
trek,67
trials,67
um-hum,67
unbelievable,67
union,67
afterwards,66
barely,66
bedrooms,66
boy,66
brick,66
catholic,66
china,66
consistent,66
containers,66
cover,66
cultures,66
deficit,66
dirty,66
driven,66
european,66
exists,66
feed,66
fight,66
formula,66
